replicate,pa_dataset_macro_mean_over_oz,nvp_dataset_macro_mean_over_oz,paired_dataset_macro_delta
361,0.08596909489500812,0.08434500325673205,0.001624091638276065
362,0.08918610088918684,0.08821507353513763,0.0009710273540492059
363,0.09711322146084334,0.09456174883207429,0.00255147262876905
364,0.09307227783319214,0.09133966320051219,0.0017326146326799435
365,0.09063482534586137,0.08945210203022973,0.0011827233156316425
366,0.08782402530890121,0.08948183687650127,-0.0016578115676000593
367,0.07989957979427482,0.0758261333596697,0.004073446434605124
368,0.08545726496199146,0.08657218972635981,-0.0011149247643683496
369,0.09184202971723908,0.08942367795074754,0.002418351766491536
370,0.09019092528283792,0.08479530368920701,0.0053956215936309115
371,0.08904031544190977,0.08572073395938919,0.003319581482520581
372,0.09553773861727628,0.08953328015011702,0.00600445846715926
373,0.0769423871451821,0.07518877498521935,0.001753612159962753
374,0.08822147238637765,0.08505801605159596,0.0031634563347816835
375,0.07622881440641359,0.07769447358654832,-0.0014656591801347346
376,0.08295429520773061,0.08147319987081277,0.0014810953369178426
377,0.10535106782983772,0.09988520549475897,0.005465862335078744
378,0.10113996217109653,0.09787683114325661,0.0032631310278399134
379,0.0901923500615889,0.08704901132614266,0.003143338735446241
380,0.09016237095967843,0.08478362291881812,0.005378748040860304
381,0.09180328875216541,0.08816419561066184,0.0036390931415035688
382,0.09005684092882332,0.08654294358204372,0.003513897346779607
383,0.09466094028744926,0.09282253982543653,0.0018384004620127237
384,0.09577170769933771,0.09394164140671347,0.0018300662926242356
385,0.0983994617563295,0.09262613332712821,0.005773328429201294
386,0.10409862470691592,0.09668109611954508,0.007417528587370839
387,0.08950212680275899,0.08650957788609269,0.002992548916666296
388,0.08625839752659083,0.08475912019067032,0.001499277335920507
389,0.09388921291474175,0.09203089244705896,0.001858320467682792
390,0.08379798027914415,0.08371601295291346,8.196732623068359e-05
391,0.08983000986449824,0.0882797731707478,0.0015502366937504425
392,0.08439580412722322,0.08396610068002233,0.00042970344720089093
393,0.08305620758528176,0.07853646451399418,0.00451974307128758
394,0.09974609883803712,0.09878118645636173,0.0009649123816753841
395,0.0790093036180443,0.07926373495140615,-0.0002544313333618514
396,0.0845587127705768,0.0804548135042179,0.004103899266358901
397,0.08840700692684866,0.08915593715036653,-0.0007489302235178658
398,0.08664252922900689,0.08541626644743171,0.0012262627815751853
399,0.08640645334483757,0.08197304209839883,0.004433411246438743
400,0.09932446931925226,0.0956136502256982,0.0037108190935540575
401,0.09562833428070686,0.09448021107228656,0.0011481232084202958
402,0.0963760966229323,0.09338670347822133,0.0029893931447109723
403,0.0910870521625765,0.08698375887917209,0.004103293283404405
404,0.08001976916700652,0.07530278695079451,0.004716982216212015
405,0.09114570780454516,0.08503969745647755,0.0061060103480676114
406,0.07471687108664694,0.07401909147956093,0.0006977796070860159
407,0.09143992520439255,0.08561750213147311,0.0058224230729194415
408,0.08415732334858081,0.08179402828450553,0.0023632950640752742
409,0.09609256248876297,0.09897747202037117,-0.002884909531608207
410,0.09728973901037302,0.09341379589187715,0.0038759431184958726
411,0.08852082544046641,0.08589664735109975,0.0026241780893666578
412,0.09297199385759926,0.08841922388332708,0.004552769974272175
413,0.09034730242614464,0.08898465165688683,0.0013626507692578033
414,0.07548086280268596,0.0747261619050048,0.0007547008976811487
415,0.08865900508744168,0.08583786805281865,0.002821137034623028
416,0.08503246158869768,0.08266859842758258,0.002363863161115101
417,0.08960961628199071,0.08892424364993734,0.0006853726320533715
418,0.08672722018828052,0.08658908804980081,0.00013813213847971295
419,0.094592761639645,0.09235418142521654,0.002238580214428465
420,0.08972230782549283,0.0878484821382168,0.0018738256872760234
421,0.08003471167830455,0.07709669455046897,0.0029380171278355766
422,0.10070005716445238,0.09560785741858831,0.0050921997458640705
423,0.09435460220271333,0.08959829502906103,0.004756307173652302
424,0.10888657397215831,0.10571818969988085,0.0031683842722774608
425,0.08399601924062125,0.07852080613527701,0.00547521310534424
426,0.08729339301012305,0.08341391627868174,0.003879476731441317
427,0.09346536700209965,0.09190943863428111,0.0015559283678185376
428,0.08369429119109835,0.08541025584127004,-0.0017159646501716946
429,0.08358664347499643,0.07977247612538894,0.003814167349607489
430,0.07850515222210477,0.07815851250464806,0.00034663971745671485
431,0.09578502208281049,0.09203526896194295,0.0037497531208675466
432,0.08236604285612205,0.07730198725693435,0.005064055599187697
433,0.09227256292857713,0.089604250647032,0.0026683122815451404
434,0.09122262224408727,0.08783252573798014,0.0033900965061071237
435,0.08139095759247832,0.08104359567421598,0.00034736191826233165
436,0.08670443759425386,0.08215208279430457,0.004552354799949296
437,0.09490176907607074,0.09521526832032412,-0.0003134992442533763
438,0.0961514623372592,0.09072470173627052,0.005426760600988678
439,0.09270854513935518,0.08977866851913904,0.0029298766202161403
440,0.08819081720954033,0.0871285009199122,0.0010623162896281346
441,0.09367180163013407,0.09001747399405394,0.003654327636080132
442,0.10544669078792214,0.10017089427683225,0.005275796511089892
443,0.0884243030610279,0.0859351778205199,0.002489125240507997
444,0.08255365003234526,0.0829547238672017,-0.0004010738348564358
445,0.0851503098154067,0.08188592146566946,0.0032643883497372322
446,0.1042011045745136,0.10503043756638794,-0.0008293329918743347
447,0.08996165688872199,0.08569381860156174,0.00426783828716025
448,0.09013246297340553,0.08529094623824154,0.004841516735163989
449,0.08415281448909623,0.08301520980107212,0.0011376046880241103
450,0.08440740546420798,0.0848597299724852,-0.00045232450827721593
451,0.0926100097885162,0.08776832254163272,0.004841687246883483
452,0.08549608877131243,0.08347395522307549,0.0020221335482369374
453,0.09065436986684604,0.08591635097389999,0.004738018892946047
454,0.09478207258351538,0.08988903813921761,0.00489303444429777
455,0.07845041638460254,0.0741747259359663,0.004275690448636238
456,0.09071293128000786,0.0885625058166523,0.0021504254633555597
457,0.09263552563621855,0.09134793811545314,0.0012875875207654097
