N_valid,dataset_id,delta_mean_over_oz_vs_nvp,delta_mean_policy45_regret_vs_nvp,margin_bin_regret,mean_admitted_candidate_count,mean_candidate_value_cross_entropy,mean_kendall_tau_b,mean_mean_admitted_candidate_length,mean_mean_over_oz,mean_oracle_rank,mean_oracle_top1_hit,mean_oracle_top5_hit,mean_policy45_regret_bytes,mean_score_length_pearson,mean_spearman,mean_top10_pairwise_inversions,mean_top5_pairwise_inversions,median_admitted_candidate_count,median_candidate_value_cross_entropy,median_kendall_tau_b,median_mean_admitted_candidate_length,median_mean_over_oz,median_oracle_rank,median_oracle_top1_hit,median_oracle_top5_hit,median_policy45_regret_bytes,median_score_length_pearson,median_spearman,median_top10_pairwise_inversions,median_top5_pairwise_inversions,method,policy_cases,selected_length_regret,spearman_ce_vs_mean_over_oz,spearman_ce_vs_oracle_rank,spearman_ce_vs_policy45_regret,split
270,tensorflow-v0,0.0,0.0,"{'small': 4.741496598639456, 'large': 27.926829268292682}",4.566666666666666,3.685477194175203,0.16855380804768,11.854850088183422,0.05515304300285386,8.296296296296296,0.5481481481481482,0.725925925925926,15.303703703703704,0.08466769735785333,0.2138881180509136,5.714814814814815,1.3518518518518519,5.0,3.925318929950518,0.16045309287628956,12.0,0.0005847953216374269,1.0,1.0,1.0,0.0,0.07322976121039458,0.2052333478044192,1.0,0.0,NVP,"{'oracle_not_admitted_beyond_top10': 63, 'oracle_admitted_zero_regret': 193, 'oracle_not_admitted_top10': 13, 'oracle_admitted_nonzero_regret': 1}","{'4': 2.5, '7': 1.25, '8': 24.0, '10': 4.766666666666667, '11': 16.333333333333332, '12': 6.481481481481482, '13': 2.6, '14': 0.0, '15': 0.6, '16': 0.0, '17': 154.23076923076923, '18': 27.6875}",-0.36233752477961917,0.11856103078204447,0.20080272548174444,final
2991,anghabench-v1,0.0017671836593417048,-0.19725844199264442,"{'small': 1.54191736863217, 'large': 14.022088353413654}",4.054831160147108,3.856484409647716,0.40437522282303545,12.637696422601136,0.03993722692910118,3.9214309595453027,0.6278836509528586,0.8385155466399198,3.6198595787362087,0.45432533196213065,0.5044364345757998,4.332998996990973,0.9906385824139083,4.0,3.8705391669171827,0.404597704523657,12.25,0.00516795865633075,1.0,1.0,1.0,0.0,0.5092349840173822,0.5156121525043831,0.0,0.0,AnchoredMambaNVP,"{'oracle_not_admitted_beyond_top10': 271, 'oracle_admitted_zero_regret': 2404, 'oracle_not_admitted_top10': 275, 'oracle_admitted_nonzero_regret': 41}","{'4': 0.0, '7': 0.23076923076923078, '8': 3.3333333333333335, '9': 1.2169811320754718, '10': 0.5714285714285714, '11': 1.4597701149425288, '12': 0.125, '13': 2.175438596491228, '14': 0.7191283292978208, '15': 11.748803827751196, '16': 2.6956521739130435, '17': 0.8151260504201681, '18': 3.3375, '20': 2.3333333333333335}",-0.06643496713339796,0.08010033289931918,0.08777234992824204,validation
2991,anghabench-v1,0.0018819634866442392,-0.23737880307589432,"{'small': 1.5399117529081428, 'large': 13.791164658634537}",4.062855232363758,3.856540037108525,0.4043248055454904,12.5839518555667,0.04005200675640371,3.908391842193246,0.6268806419257773,0.8408559010364427,3.5797392176529588,0.45499394079075184,0.5043802303161394,4.325977933801404,0.9949849548645938,4.0,3.870536596079792,0.4049341072392813,12.0,0.005649717514124294,1.0,1.0,1.0,0.0,0.5087780048122573,0.5168946191335994,0.0,0.0,DirectMambaNVP,"{'oracle_not_admitted_beyond_top10': 270, 'oracle_admitted_zero_regret': 2413, 'oracle_not_admitted_top10': 266, 'oracle_admitted_nonzero_regret': 42}","{'4': 0.0, '7': 0.4166666666666667, '8': 3.0837070254110612, '9': 1.260204081632653, '10': 0.6428571428571429, '11': 1.6708860759493671, '12': 0.16666666666666666, '13': 2.0277777777777777, '14': 0.6780383795309168, '15': 14.44478527607362, '16': 3.183246073298429, '17': 0.6388888888888888, '18': 4.212121212121212, '20': 0.3333333333333333}",-0.07026111411635307,0.0745468753389562,0.08791549583959593,validation
2991,anghabench-v1,0.0022558656707236183,-0.1109996656636576,"{'small': 1.2807862013638187, 'large': 15.847389558232932}",4.03978602474089,3.8726256239132084,0.3665332813269562,12.760013373453694,0.04042590894048309,4.116349047141425,0.5954530257438984,0.8318288197927115,3.7061183550651955,0.43592939039928186,0.45951019764934786,4.496155132062856,1.0076897358742896,4.0,3.8778697223329273,0.3875617133214439,12.4,0.00516795865633075,1.0,1.0,1.0,0.0,0.4831744915802745,0.46998761190284244,0.0,0.0,Mamba,"{'oracle_not_admitted_top10': 285, 'oracle_admitted_zero_regret': 2359, 'oracle_not_admitted_beyond_top10': 293, 'oracle_admitted_nonzero_regret': 54}","{'4': 0.19230769230769232, '7': 0.07142857142857142, '8': 3.5526090675791275, '9': 4.439655172413793, '10': 0.8571428571428571, '11': 0.3142857142857143, '12': 0.546875, '13': 3.2962962962962963, '14': 1.0864553314121037, '15': 5.291666666666667, '16': 4.864864864864865, '17': 13.576923076923077, '18': 4.675, '20': 0.0}",-0.06293780163295358,0.07800101262699405,0.08076402339961233,validation
2991,anghabench-v1,0.0,0.0,"{'small': 1.7705575611712796, 'large': 14.062248995983936}",4.0531594784353056,3.8564033870985375,0.40461614978093874,12.59626657751031,0.03817004326975947,3.9431628217987296,0.6228686058174524,0.8391842193246406,3.817118020728853,0.45336575852220057,0.5046809133883656,4.3423604145770645,0.994316282179873,4.0,3.8706332270837405,0.40606796267000494,12.25,0.004608294930875576,1.0,1.0,1.0,0.0,0.506142047388519,0.5171863784095778,0.0,0.0,NVP,"{'oracle_not_admitted_beyond_top10': 274, 'oracle_admitted_zero_regret': 2405, 'oracle_not_admitted_top10': 272, 'oracle_admitted_nonzero_regret': 40}","{'4': 0.0, '7': 0.6666666666666666, '8': 3.351279788172992, '9': 1.619289340101523, '10': 0.5575221238938053, '11': 1.1142857142857143, '12': 0.13333333333333333, '13': 1.9558823529411764, '14': 0.8767772511848341, '15': 9.702564102564102, '16': 3.3333333333333335, '17': 1.3902439024390243, '18': 3.5135135135135136, '20': 4.0}",-0.06242654071160305,0.07846038285259739,0.08838041232644303,validation
84,blas-v0,0.0012565947514222783,-2.095238095238095,"{'small': 13.333333333333334, 'large': 30.73015873015873}",3.7261904761904763,3.8846899049545804,0.32370579176824565,14.311309523809522,0.025887333516177082,7.488095238095238,0.25,0.6190476190476191,26.38095238095238,0.3903116556621648,0.4364750804307792,14.214285714285714,3.1785714285714284,4.0,3.8828385864786563,0.36522425735854164,14.5,0.01718213058419244,4.0,0.0,1.0,4.5,0.4040584140651391,0.4961425926645482,14.0,3.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 37, 'oracle_not_admitted_top10': 19, 'oracle_not_admitted_beyond_top10': 20, 'oracle_admitted_nonzero_regret': 8}","{'7': 36.5, '8': 26.142857142857142, '10': 0.0, '12': 18.416666666666668, '16': 25.324324324324323, '17': 43.5, '18': 5.5}",-0.505730112506628,-0.1959352550278579,-0.24214729419561468,validation
84,blas-v0,0.0006010659542229554,-0.678571428571427,"{'small': 13.571428571428571, 'large': 32.53968253968254}",3.630952380952381,3.8844807720452743,0.32376813648440594,14.41547619047619,0.02523180471897776,7.357142857142857,0.2619047619047619,0.6309523809523809,27.797619047619047,0.39482639745200515,0.43705324027427317,14.119047619047619,3.142857142857143,4.0,3.882699704497281,0.3641858243517212,14.5,0.016597086915197356,4.0,0.0,1.0,4.5,0.4088939806153764,0.4924456132826645,13.5,3.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 37, 'oracle_not_admitted_top10': 21, 'oracle_not_admitted_beyond_top10': 18, 'oracle_admitted_nonzero_regret': 8}","{'7': 0.0, '8': 4.0, '10': 0.0, '12': 40.45454545454545, '13': 0.0, '16': 28.533333333333335, '17': 43.15384615384615, '18': 5.5}",-0.4912625484392097,-0.17085501988901586,-0.22049027007765026,validation
84,blas-v0,-0.005369767761441307,39.654761904761905,"{'small': 22.285714285714285, 'large': 83.41269841269842}",4.083333333333333,3.9137319927383643,0.2415460223398205,12.68452380952381,0.019260971003313497,12.476190476190476,0.15476190476190477,0.30952380952380953,68.13095238095238,0.24613240097818925,0.3271150380133432,15.773809523809524,3.6785714285714284,4.0,3.91560764410558,0.2437825878749849,13.0,0.012573716420510778,9.0,0.0,0.0,18.0,0.24264014937613668,0.344407353313339,16.0,3.5,Mamba,"{'oracle_admitted_zero_regret': 25, 'oracle_not_admitted_beyond_top10': 41, 'oracle_not_admitted_top10': 17, 'oracle_admitted_nonzero_regret': 1}","{'7': 0.0, '8': 80.8, '10': 83.45833333333333, '12': 83.46153846153847, '13': 45.84}",-0.42171962558672976,-0.09034402753550164,-0.057539673381146926,validation
84,blas-v0,0.0,0.0,"{'small': 13.571428571428571, 'large': 33.44444444444444}",3.642857142857143,3.884766277834633,0.3236793912488582,14.444246031746031,0.024630738764754804,7.7023809523809526,0.27380952380952384,0.5952380952380952,28.476190476190474,0.3979068170423891,0.43735676706706417,14.214285714285714,3.238095238095238,4.0,3.882807095211417,0.36316728900927275,14.5,0.016597086915197356,4.0,0.0,1.0,10.0,0.409986147183675,0.4877628808567943,14.0,3.0,NVP,"{'oracle_not_admitted_top10': 17, 'oracle_admitted_nonzero_regret': 12, 'oracle_not_admitted_beyond_top10': 20, 'oracle_admitted_zero_regret': 35}","{'7': 36.5, '8': 4.0, '10': 0.0, '11': 11.0, '12': 29.833333333333332, '16': 31.214285714285715, '17': 39.285714285714285, '18': 0.6666666666666666}",-0.48623723791300905,-0.18889256450847575,-0.25355353425064603,validation
447,clgen-v0,0.0002074996467429785,-0.02460850111856827,"{'small': 0.41950113378684806, 'large': 12.5}",3.917225950782998,3.792127182387904,0.5205167664463738,13.534526472781508,0.08528065354168596,2.807606263982103,0.7181208053691275,0.8814317673378076,0.5816554809843401,0.4550323625622151,0.6521257688598117,1.7829977628635347,0.22371364653243847,4.0,3.7809245588617064,0.578405303132732,13.5,0.08333333333333333,1.0,1.0,1.0,0.0,0.4501218560944437,0.7360369982911992,0.0,0.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 388, 'oracle_not_admitted_top10': 28, 'oracle_not_admitted_beyond_top10': 28, 'oracle_admitted_nonzero_regret': 3}","{'8': 4.666666666666667, '9': 0.14285714285714285, '10': 0.07142857142857142, '11': 0.0, '12': 1.0, '13': 0.4537037037037037, '14': 0.8053097345132744, '15': 0.0, '16': 0.1111111111111111, '17': 0.0, '18': 0.6071428571428571, '20': 0.0}",-0.1818040249092375,0.2723708025087185,0.2905441011020001,validation
447,clgen-v0,-0.00019753776064830586,0.022371364653243853,"{'small': 0.4671201814058957, 'large': 12.5}",3.901565995525727,3.7919206946871586,0.5207376053409861,13.603914988814319,0.08487561613429467,2.7897091722595078,0.7293064876957495,0.8791946308724832,0.6286353467561522,0.45529391916539896,0.6522395221131276,1.7874720357941833,0.22595078299776286,4.0,3.780818783889263,0.5771244364021928,13.5,0.08333333333333333,1.0,1.0,1.0,0.0,0.4510934534825901,0.7360369982911992,0.0,0.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 384, 'oracle_not_admitted_top10': 28, 'oracle_not_admitted_beyond_top10': 30, 'oracle_admitted_nonzero_regret': 5}","{'8': 5.0, '9': 0.23300970873786409, '10': 0.07142857142857142, '11': 0.0, '12': 1.6363636363636365, '13': 0.4789915966386555, '14': 0.8099173553719008, '15': 0.0, '16': 0.1111111111111111, '18': 0.36, '20': 0.14285714285714285}",-0.1795554927892595,0.30745232851646964,0.27936194728996866,validation
447,clgen-v0,0.0021675616013780985,-0.11185682326621926,"{'small': 0.4126984126984127, 'large': 6.5}",3.7740492170022373,3.8219005182899752,0.48016113747390043,13.68765846383296,0.08724071549632108,2.3288590604026846,0.7360178970917226,0.9060402684563759,0.49440715883668906,0.5007746247237814,0.6055905473936182,1.6666666666666667,0.2214765100671141,4.0,3.811361881567421,0.526368231169655,13.5,0.08333333333333333,1.0,1.0,1.0,0.0,0.5178998160986619,0.6769300725471543,0.0,0.0,Mamba,"{'oracle_admitted_nonzero_regret': 4, 'oracle_admitted_zero_regret': 393, 'oracle_not_admitted_top10': 34, 'oracle_not_admitted_beyond_top10': 16}","{'8': 0.5909090909090909, '9': 0.0, '10': 1.0, '11': 0.5, '12': 0.6428571428571429, '13': 0.5, '14': 0.40119760479041916, '15': 0.9166666666666666, '16': 0.32, '17': 2.6666666666666665, '18': 0.391304347826087, '20': 4.0}",-0.0821007269170457,0.41003234356639784,0.24446424435665115,validation
447,clgen-v0,0.0,0.0,"{'small': 0.4444444444444444, 'large': 12.5}",3.912751677852349,3.792327448096498,0.5194197504845848,13.41979865771812,0.08507315389494298,2.8456375838926173,0.7002237136465325,0.8814317673378076,0.6062639821029083,0.4549706642179864,0.650922123943722,1.7516778523489933,0.21700223713646533,4.0,3.7817815360715112,0.5749745261494489,13.25,0.08333333333333333,1.0,1.0,1.0,0.0,0.4490165705000699,0.7338351897048613,0.0,0.0,NVP,"{'oracle_admitted_zero_regret': 386, 'oracle_not_admitted_top10': 26, 'oracle_not_admitted_beyond_top10': 30, 'oracle_admitted_nonzero_regret': 5}","{'8': 6.363636363636363, '9': 0.23484848484848486, '10': 0.08333333333333333, '11': 0.0, '12': 1.1666666666666667, '13': 0.2894736842105263, '14': 1.064516129032258, '15': 0.0, '16': 0.125, '18': 0.6363636363636364, '20': 0.0}",-0.17524587971931682,0.26477335187288054,0.27665764709632157,validation
144,csmith-v0,-1.9465856887029842e-05,0.055555555555557135,"{'small': 0.0, 'large': 41.90780141843972}",3.6041666666666665,3.4215496701843104,0.4769400506087034,15.054398148148145,0.24449304382068832,3.2916666666666665,0.4444444444444444,0.8541666666666666,41.03472222222222,0.34890527359531526,0.6323004015464672,11.784722222222221,2.8472222222222223,4.0,3.6294000364557037,0.4596717468379508,15.0,0.19407922639748917,2.0,0.0,1.0,0.0,0.41362094968399277,0.6245164664253171,12.0,2.5,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 111, 'oracle_not_admitted_beyond_top10': 12, 'oracle_not_admitted_top10': 18, 'oracle_admitted_nonzero_regret': 3}","{'13': 6.25, '15': 24.5, '16': 172.5, '17': 21.204545454545453}",0.5831780812917475,0.267454925642282,0.1790257616322011,validation
144,csmith-v0,9.74831779191887e-05,-0.31944444444444287,"{'small': 0.0, 'large': 41.52482269503546}",3.576388888888889,3.4212654467852723,0.4769607086623926,15.09085648148148,0.24460999285549453,3.326388888888889,0.4166666666666667,0.8541666666666666,40.65972222222222,0.3500622968449456,0.6318146349725853,11.784722222222221,2.8541666666666665,4.0,3.6288652741232648,0.4637496559310962,15.25,0.19407922639748917,2.0,0.0,1.0,0.0,0.41580681418858995,0.6229446146691788,12.0,2.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 110, 'oracle_not_admitted_beyond_top10': 12, 'oracle_not_admitted_top10': 18, 'oracle_admitted_nonzero_regret': 4}","{'13': 6.5, '15': 23.885714285714286, '16': 142.96153846153845, '17': 25.097560975609756}",0.5843828373084881,0.2998886870410136,0.20306581541349897,validation
144,csmith-v0,-0.007230839931660266,53.42361111111111,"{'small': 19.333333333333332, 'large': 96.0}",3.763888888888889,3.5321379485108286,0.35687921896600217,14.43460648148148,0.23728166974591508,5.472222222222222,0.4027777777777778,0.6458333333333334,94.40277777777777,0.2833072257841086,0.4961857336492149,12.680555555555555,3.0347222222222223,4.0,3.7588482108804184,0.35877204527237017,14.25,0.1728875429588465,3.0,0.0,1.0,0.0,0.2883160625735046,0.5006071689939777,13.0,3.0,Mamba,"{'oracle_admitted_zero_regret': 78, 'oracle_not_admitted_beyond_top10': 28, 'oracle_not_admitted_top10': 31, 'oracle_admitted_nonzero_regret': 7}","{'8': 237.0, '13': 126.17391304347827, '15': 12.358490566037736, '16': 188.2888888888889, '17': 32.421052631578945}",0.3594411356378643,0.5323305156797746,0.38389007202981223,validation
144,csmith-v0,0.0,0.0,"{'small': 0.0, 'large': 41.851063829787236}",3.5972222222222223,3.422057315820293,0.47641767491942627,15.122685185185183,0.24451250967757535,3.298611111111111,0.4166666666666667,0.8541666666666666,40.979166666666664,0.3530017825816574,0.6308825476721247,11.840277777777779,2.8819444444444446,4.0,3.625359819828466,0.4577038447728481,15.375,0.19407922639748917,2.0,0.0,1.0,0.0,0.4227604215342802,0.624169746570395,12.0,3.0,NVP,"{'oracle_admitted_zero_regret': 111, 'oracle_not_admitted_beyond_top10': 11, 'oracle_not_admitted_top10': 19, 'oracle_admitted_nonzero_regret': 3}","{'13': 6.05, '15': 23.216216216216218, '16': 148.73076923076923, '17': 22.75609756097561}",0.5823316659497034,0.29654967493993495,0.17915232897846453,validation
3000,github-v0,2.8381766787032373e-05,-0.024666666666666615,"{'small': 2.3038379530916844, 'large': 36.96774193548387}",4.270666666666667,3.873327630000799,0.1548123805635613,12.5577126984127,0.010047657453895863,2.6783333333333332,0.8636666666666667,0.9163333333333333,4.453,0.11330401491057747,0.18901227120274933,1.3876666666666666,0.343,4.0,3.9157475005105606,0.09383978549026926,12.75,0.0,1.0,1.0,1.0,0.0,0.13680210848143487,0.11596547077842465,0.0,0.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 2718, 'oracle_not_admitted_beyond_top10': 172, 'oracle_not_admitted_top10': 94, 'oracle_admitted_nonzero_regret': 16}","{'4': 0.01639344262295082, '7': 1.7751937984496124, '8': 1.7544910179640718, '9': 85.0909090909091, '10': 2.80672268907563, '11': 1.8679245283018868, '12': 4.528846153846154, '13': 2.789156626506024, '14': 1.0784313725490196, '15': 4.964285714285714, '16': 2.3984375, '17': 10.908536585365853, '18': 14.04054054054054, '20': 0.0}",-0.2558009618100099,-0.048980520227987163,0.010644176570300498,validation
3000,github-v0,1.3327811505467468e-05,0.018333333333333535,"{'small': 2.321961620469083, 'large': 37.38709677419355}",4.281,3.873372867119695,0.1547502494894231,12.557861904761904,0.010032603498614298,2.6563333333333334,0.863,0.9186666666666666,4.496,0.11683685871616956,0.18893296747935126,1.3846666666666667,0.33866666666666667,4.0,3.9157649445640477,0.09483125334087611,12.75,0.0,1.0,1.0,1.0,0.0,0.1365898487633636,0.11667220264454425,0.0,0.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 2722, 'oracle_not_admitted_beyond_top10': 170, 'oracle_not_admitted_top10': 94, 'oracle_admitted_nonzero_regret': 14}","{'4': 0.018518518518518517, '7': 1.6501182033096926, '8': 1.501492537313433, '9': 93.6, '10': 3.19811320754717, '11': 2.146788990825688, '12': 5.233333333333333, '13': 2.5458937198067635, '14': 1.096774193548387, '15': 5.934782608695652, '16': 2.61980198019802, '17': 11.497844827586206, '18': 14.43661971830986, '20': 0.0}",-0.26221900944604903,-0.052262504555133024,0.013191394401639642,validation
3000,github-v0,-0.0013641980711379606,2.035333333333333,"{'small': 2.74591329068941, 'large': 63.505376344086024}",4.113,3.883059935676508,0.11919382023367753,12.886112698412699,0.00865507761597087,3.3386666666666667,0.8396666666666667,0.898,6.513,0.17392713134176407,0.1455749793382445,1.688,0.42433333333333334,4.0,3.919693815065905,0.0,13.0,0.0,1.0,1.0,1.0,0.0,0.1951694758086222,0.0,0.0,0.0,Mamba,"{'oracle_admitted_zero_regret': 2654, 'oracle_not_admitted_beyond_top10': 230, 'oracle_not_admitted_top10': 104, 'oracle_admitted_nonzero_regret': 12}","{'4': 5.37593984962406, '7': 3.085714285714286, '8': 4.5300668151447665, '9': 2.0, '10': 12.53225806451613, '11': 2.6931818181818183, '12': 12.039370078740157, '13': 12.963963963963964, '14': 6.1528662420382165, '15': 7.052083333333333, '16': 3.3992994746059546, '17': 10.299703264094955, '18': 6.936, '20': 0.0}",-0.2596019363155211,-0.013398360164196944,0.0578869313804411,validation
3000,github-v0,0.0,0.0,"{'small': 2.334044065387349, 'large': 36.90860215053763}",4.257333333333333,3.8735107767228243,0.15110949849974717,12.571674603174603,0.010019275687108831,2.7523333333333335,0.8603333333333333,0.916,4.477666666666667,0.12123289301009409,0.18458178421750973,1.4286666666666668,0.3506666666666667,4.0,3.915685269112192,0.0842151921066519,12.5,0.0,1.0,1.0,1.0,0.0,0.14711745123859168,0.10302367859574843,0.0,0.0,NVP,"{'oracle_admitted_zero_regret': 2717, 'oracle_not_admitted_top10': 90, 'oracle_not_admitted_beyond_top10': 181, 'oracle_admitted_nonzero_regret': 12}","{'4': 0.021164021164021163, '7': 1.8179723502304148, '8': 2.7010309278350517, '9': 72.0, '10': 2.9696969696969697, '11': 1.3859649122807018, '12': 4.485714285714286, '13': 4.4772727272727275, '14': 1.096774193548387, '15': 3.7563451776649748, '16': 2.160824742268041, '17': 11.678481012658228, '18': 15.426666666666666, '20': 0.5}",-0.2629096424470234,-0.047132038567680355,0.01302311106404041,validation
3000,linux-v0,0.00047736222989283117,-0.4336666666666664,"{'small': 4.630938806537438, 'large': 10.62330623306233}",4.402333333333333,3.9110157535967858,0.23833845818677912,12.08211984126984,0.0024974706316607436,3.5843333333333334,0.6406666666666667,0.8696666666666667,5.368,-0.003152964742355355,0.28952900057009306,2.885666666666667,0.7953333333333333,4.0,3.9136089981294275,0.2959562465462338,11.75,0.0,1.0,1.0,1.0,0.0,-0.05344774703138208,0.3620012789616759,0.0,0.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 2487, 'oracle_not_admitted_top10': 222, 'oracle_admitted_nonzero_regret': 43, 'oracle_not_admitted_beyond_top10': 248}","{'4': 2.042682926829268, '7': 0.9634641407307172, '8': 7.870689655172414, '9': 0.0, '10': 2.6145833333333335, '11': 0.0, '12': 4.7272727272727275, '13': 9.301369863013699, '14': 8.25263157894737, '15': 10.067567567567568, '16': 10.07061790668348, '17': 4.438551099611901, '18': 5.0}",-0.1491100447777314,-0.11778196257279173,-0.010185863751585558,validation
3000,linux-v0,0.0004885817113410283,-0.40000000000000036,"{'small': 4.549600912200684, 'large': 11.476964769647697}",4.391,3.9110827275765425,0.23963098389945275,12.078600000000002,0.0025086901131089407,3.441333333333333,0.6436666666666667,0.8733333333333333,5.401666666666666,0.0005955697693720481,0.29103629365613454,2.8366666666666664,0.7823333333333333,4.0,3.9136455775054344,0.29836168067827507,11.75,0.0,1.0,1.0,1.0,0.0,-0.050536654812981516,0.3647354331275299,0.0,0.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 2492, 'oracle_not_admitted_top10': 243, 'oracle_not_admitted_beyond_top10': 220, 'oracle_admitted_nonzero_regret': 45}","{'4': 2.5664335664335662, '7': 0.9191542288557214, '8': 7.63265306122449, '9': 0.0, '10': 3.841463414634146, '11': 0.0, '12': 4.226415094339623, '13': 10.506172839506172, '14': 5.087248322147651, '15': 10.721311475409836, '16': 10.48871181938911, '17': 4.662374821173104, '18': 1.2857142857142858, '20': 0.0}",-0.1524174499642539,-0.11729990089611238,-0.002274922971656253,validation
3000,linux-v0,-0.0041770892226608,3.2253333333333325,"{'small': 6.833143291524135, 'large': 24.66937669376694}",4.257333333333333,3.9149527263121606,0.17990477866750706,12.283148412698411,-0.0021569808208928877,5.212,0.6036666666666667,0.7983333333333333,9.027,0.09334805709537367,0.21959579657856101,4.072666666666667,1.095,4.0,3.914410457802437,0.19320079886012792,12.25,0.0,1.0,1.0,1.0,0.0,0.08593566337237599,0.24004801440480167,0.0,0.0,Mamba,"{'oracle_admitted_zero_regret': 2291, 'oracle_not_admitted_top10': 249, 'oracle_not_admitted_beyond_top10': 420, 'oracle_admitted_nonzero_regret': 40}","{'4': 1.3855421686746987, '7': 1.1908127208480566, '8': 15.731707317073171, '9': 11.7, '10': 8.966442953020135, '11': 1.8823529411764706, '12': 7.414634146341464, '13': 20.066666666666666, '14': 10.639455782312925, '15': 9.333333333333334, '16': 13.898444647758463, '17': 5.364341085271318, '18': 1.75, '20': 18.666666666666668}",-0.20693876976936026,-0.053239498883609855,0.06873988880926145,validation
3000,linux-v0,0.0,0.0,"{'small': 4.896237172177879, 'large': 12.257452574525745}",4.369666666666666,3.911268885519976,0.23061307714070509,12.19091984126984,0.0020201084017679124,3.8266666666666667,0.6366666666666667,0.8603333333333333,5.801666666666667,0.0061016110558771855,0.2803547100413129,3.038,0.813,4.0,3.913479648701901,0.2797427702758755,12.0,0.0,1.0,1.0,1.0,0.0,-0.0443601268740417,0.34156526963759737,0.0,0.0,NVP,"{'oracle_admitted_zero_regret': 2462, 'oracle_not_admitted_top10': 223, 'oracle_not_admitted_beyond_top10': 273, 'oracle_admitted_nonzero_regret': 42}","{'4': 3.7071428571428573, '7': 0.952316076294278, '8': 7.928571428571429, '9': 0.7142857142857143, '10': 3.3176470588235296, '11': 0.0, '12': 6.260869565217392, '13': 10.48, '14': 4.142857142857143, '15': 12.527272727272727, '16': 10.439766081871346, '17': 4.50948905109489, '18': 1.4736842105263157, '20': 0.0}",-0.1647992717380208,-0.10829478715236415,0.0066078528864269865,validation
441,llvm-stress-v0,-0.009795702144293157,0.2448979591836733,"{'small': 1.5321637426900585, 'large': 5.505050505050505}",3.0975056689342404,2.280313976594756,0.5236901301450166,15.870370370370372,-0.06164022123065665,2.058956916099773,0.6689342403628118,0.9206349206349206,2.4240362811791383,0.3097836780222022,0.6523994229169361,7.129251700680272,1.5782312925170068,3.0,2.238883026272626,0.5270718866407599,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.3095232205425598,0.6572650448272349,6.0,1.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 340, 'oracle_not_admitted_top10': 92, 'oracle_admitted_nonzero_regret': 8, 'oracle_not_admitted_beyond_top10': 1}","{'9': 0.0, '17': 0.0, '18': 2.4350797266514808}",-0.08949761348002755,0.15433516301919797,0.12882272633482394,validation
441,llvm-stress-v0,-0.004126767903930358,0.1995464852607709,"{'small': 1.4736842105263157, 'large': 5.505050505050505}",3.113378684807256,2.2803082265267127,0.5236965772170125,15.85204081632653,-0.05597128699029385,2.049886621315193,0.6689342403628118,0.9138321995464853,2.378684807256236,0.30991624758642605,0.6523749740599755,7.106575963718821,1.5532879818594105,3.0,2.2404134908428333,0.5265257778705585,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.30977284143075495,0.6579609439367976,6.0,1.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 341, 'oracle_not_admitted_top10': 91, 'oracle_admitted_nonzero_regret': 8, 'oracle_not_admitted_beyond_top10': 1}","{'9': 0.0, '17': 0.0, '18': 2.3895216400911163}",-0.08820202005043085,0.1614962764355575,0.12999265678852312,validation
441,llvm-stress-v0,0.018899862765843184,-0.3015873015873016,"{'small': 0.9181286549707602, 'large': 5.191919191919192}",3.2448979591836733,2.293535499753752,0.33315287034537344,15.565381708238851,-0.03294465632052031,2.00453514739229,0.6258503401360545,0.9410430839002267,1.8775510204081634,0.23872383324867374,0.4522655042846516,7.287981859410431,1.598639455782313,3.0,2.2606826012994246,0.3344527812398501,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.24287658160843073,0.447204110934844,6.0,1.0,Mamba,"{'oracle_admitted_zero_regret': 354, 'oracle_not_admitted_top10': 66, 'oracle_admitted_nonzero_regret': 19, 'oracle_not_admitted_beyond_top10': 2}","{'9': 3.0, '11': 0.0, '14': 0.0, '15': 1.2222222222222223, '17': 4.875, '18': 1.7513089005235603}",-0.04996577324709923,0.1169848792142277,0.15712740928585592,validation
